image,n_existing_labels,n_candidates_added
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000970_jpg.rf.db533231db4506fe966f803682f6c6f3.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000980_jpg.rf.2fdde47bd28b6ca2cdb24e612ea792bb.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_000987_jpg.rf.24e6636656a0223599c0406e46807c40.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001001_jpg.rf.0b85283c839b070991bd07e9e19245cd.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001010_jpg.rf.7c68a0ac99ae2bd63ccf43d5c5d943d2.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001017_jpg.rf.d0c6391944a64b9215aa3a2465239271.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001031_jpg.rf.ae39bdd5adce5ee97667602785f2f427.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001049_jpg.rf.19a3f5344ab9891e473bf57708aac6d6.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001058_jpg.rf.021657e66688c3182739978050d39ff1.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001082_jpg.rf.00c8dc63ef9f55be1b8d660b0223254a.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001088_jpg.rf.46a2e30db987f38561d8b54dc41b5199.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001089_jpg.rf.a69216521a49db234252a0a543e412f9.jpg,4,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001091_jpg.rf.bbb0327efb9b523a0d78d24953590881.jpg,1,3
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001114_jpg.rf.72553195c99896bd0535cd7a6afbe442.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001121_jpg.rf.46f71bf88d962145df78e26a61826e07.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001129_jpg.rf.91f34578d39e650902520f51a7afc623.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001136_jpg.rf.7a1c337d11208f0dc3015c3c0005e1c5.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001138_jpg.rf.4654b05860414e2e7a6012e74b3b8af4.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001147_jpg.rf.0cd2bad181643c8b7573d8a58576acbc.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001200_jpg.rf.e1aa2c84da679285fadac52fadb7a382.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001211_jpg.rf.c59082fbfd1b0374cb3cdbd05a18acf6.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001262_jpg.rf.717684524de7935b7af087125741ade5.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001263_jpg.rf.cef6bd07e1f2e7bdbcb150a06372ccda.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001270_jpg.rf.7d182b400d7361176dc72b2970cdee29.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001282_jpg.rf.1cfd15d2446a6cd604f5d77337e1931b.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001383_jpg.rf.34e331ab75abc451b870bd983b95d47b.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001390_jpg.rf.d1f0f6c2ac958447b17f53fc01d8a301.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001408_jpg.rf.fe72a42deec5bf083aa0029de0a06dfc.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001483_jpg.rf.7067a76cfd17452fccd31218f87f0749.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001495_jpg.rf.993750cff4b578bc11a90ed2b1fb00b9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001535_jpg.rf.034df56aea6d999586b45d38a018a67b.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001548_jpg.rf.258b758c774335531188414adaf1788c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001632_jpg.rf.48d3df4bf316672a0f9e3ef2f78a626b.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001637_jpg.rf.c56068902b0751925ae070ce749845e1.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001639_jpg.rf.6e19981a2e98ea6fbc59e64a57c51968.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001679_jpg.rf.62cdbab654dd1b0c51a58546fed17941.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001741_jpg.rf.80c33c5cb0adc858dccd5e785a48ed6f.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001745_jpg.rf.a735beca4b83ef7b9958c2574e69e5e4.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001754_jpg.rf.60cadb213a21ee3ad5d03e25d5d9bcd8.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001832_jpg.rf.c8582fd2b31120f3c4eac88896bc62fe.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001842_jpg.rf.a74c4b0b3a6693373723faf6cd5d46bf.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001894_jpg.rf.e4aeb41d2b38344dca15317af843dc06.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001915_jpg.rf.37e4e84c25ed2f2af9d6d243804eba6d.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001928_jpg.rf.58d8125f0338976603a76ccdf497cd48.jpg,3,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001932_jpg.rf.afd5329ceeafad65ca41fd5067ebaed9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001954_jpg.rf.46222b21b2e24705bad570972522170c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001971_jpg.rf.0c0aa66cbee90217066464708a5ddb8c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001973_jpg.rf.e898d85b185d7dfced3eda314bf1ef7a.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001980_jpg.rf.d7f9a4317498c70ad079eba34d3496e1.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001984_jpg.rf.47274d4aa9c72ad505ff96e45b494fc8.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_001987_jpg.rf.5ad99363e2fb0e56a9c7a89b07b4e0cc.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_002040_jpg.rf.67fbc9dbfad15c58b978c91e36194ee0.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_002046_jpg.rf.3b4cb34a408d388eea99d660cc0d0693.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_002058_jpg.rf.e381b00cbb76f7579ac8838c3b418246.jpg,2,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/cleaning_tasks_002066_jpg.rf.292733f40f0c9c98654b1d5cd9a8b033.jpg,2,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/d2d7250129bc7c5a8dabdee4070fd228_jpg.rf.8f0c83f74d87b293d2adc48eff67071d.jpg,10,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/fbb3c0e5-5b45-4910-884b-cb39ed7a782b_jpg.rf.99f73aea20b5ffc9915f01c41b9ce828.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/flashlight_or_cigarette_003547_jpg.rf.98612b2cfffddb321c3316fd4e444f5e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ia_100000000068_jpg.rf.cde64d86433a981be4e66ace71c1f5db.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ia_200000008_jpg.rf.df4508b7bfbaedca8e9d0dbf6b5f066f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ia_200000026_jpg.rf.f386d5d385b5fa4911ea99f205f28517.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ia_200000036_jpg.rf.d9694eee09edff82399a06b52ff84dfb.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ia_200000070_jpg.rf.534ad617f99387fe509df03755a20c13.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ia_200000078_jpg.rf.89be92ad7fd6c5ed5a1f9b9bf02a9ee4.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/imDF4G65D4FG51DF5G1D5F1GD51FG65D1FGH65age_jpg.rf.4f5a9d671ff3ea3e03de5253a98702a8.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/imED5TG65D4FG654DF6G54D65F4G6D5F4G6D5age_jpg.rf.d1a59eecdc780957f2c7c422b47a6de4.jpg,4,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/imFG5641H6F5XC4H65CGH654CFG64UJHage_jpg.rf.5e3a9cc81da1c96a09931ce0f358e2f2.jpg,3,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/images-of-pistol-in-hand_8_jpeg.rf.0f0b212bc30dde65cc27c0601574d1d5.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/images12_jpg.rf.24ec4a742629923e2a89d8188d7112bf.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/images90_jpeg.rf.6ffde5c598df1f9262d68ab900d5e4da.jpg,6,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/images_jpg.rf.4362c98265f9876d5bf446d4f3b92f36.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/istockphoto-1212578192-612x612_jpg.rf.7bc346d3c3f9f2b2ea6d194ceb8d6db9.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/kriss-super-v-gun-weapon_jpg.rf.886a1acc543d0d5ba28c899b4278d8fb.jpg,2,3
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/lee-enfield-mk-1-ww1-rifle-GR7A2Y_jpg.rf.46c50b2412dc1b93212968dcae3fec61.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000030_jpg.rf.eb5bfce90ff08464a4376ec39bd8e809.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000031_jpeg.rf.5863e8850d33d55a46d63cfc2eec3192.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000137_jpg.rf.c0141fe816c7e5b3f38926c83ee587d9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000142_jpg.rf.53bdc05f43290df2c7d41a57ca49a87d.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000157_jpg.rf.aa4f80a651db4aeaf5c911601c1d7468.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000161_jpg.rf.873bab527d39ea7ccbab42c6222315a9.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000170_jpg.rf.0cb694b8bf575b7e416ad022f7535707.jpg,5,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000201_jpg.rf.223bc08a8ec92f68fc0545cc659dbbf2.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000594_jpg.rf.674368da2765ec3e6698121f662799de.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/phone_use_000596_jpg.rf.383467fda92f1db3c1f0c465befe6afe.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/pistola-y-una-granada-en-la-tabla-preparacion-para-la-batalla-arma-de-mano-con-la-municion-en-una-tabla-de-madera-oscura-79754702_jpg.rf.baaf5e9b34d34f035948c90f3f25cb95.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/real-video-430-.rf.701ba9784893b91ec75bbbbce517822c.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/real-video-434-.rf.4b30ba162d902dfd320f31afe4e54cca.jpg,2,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/real-video-54-_jpg.rf.12b8e41c3413ba9fc54763b370fee9e7.jpg,2,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/real-video-64-.rf.45f0247d2a078e01ccca182d27f69cda.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/real-video-94-.rf.c16a3684954fd93d69c148cd85233dbf.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/real-video-99-_jpg.rf.957586b0cc2aa0ade29faf8d6b02a83f.jpg,2,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/rifle195_jpg.rf.d6eeef1e2e3aec5b6af3aa59b0f1c042.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/rifle299_jpg.rf.f8b9b3047aaf9e8598f50e35c7095f89.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/s-l225_jpg.rf.a417f832abc234e33c89b8803e69f49e.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001742_jpg.rf.ab294b67e8a47b9738db3fb60ef7e36e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001743_jpg.rf.1710c254aea3a33753cf5e6553b78f2c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001744_jpg.rf.a442ac6eaaad6520ff792a580ba65491.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001764_jpg.rf.8d1d68dd916dcd800add1c07e17b1d18.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001774_jpg.rf.9b58fabf234996ee6ccf07eba7fb944e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001786_jpg.rf.77cc5b9c5090b0d9f6cc74aeb941a239.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001789_jpg.rf.1ae81f613f8f53b59c4fe714e39d29e2.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001800_jpg.rf.bad1038505c183ac6f6b618b21b803b7.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001810_jpg.rf.e2f492362c5b3e2b7204dbf38fc3148f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001814_jpg.rf.bbc8e9cce8f0ee1568d139bef4c313e5.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001849_jpg.rf.5e2fec1ff2ccf4ed4ff6caa2ba72f4f5.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001858_jpg.rf.27d154f0f8ca9f8aae0810747cbc17d4.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001888_jpg.rf.76886670bd106a4a4327dcb61f2a2761.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001896_jpg.rf.0539c5f82cb186588de5a7026b3bc563.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001921_jpg.rf.b6537309b94bc3a62195fc70a3e21eaa.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001953_jpg.rf.6e792441aab0ad613e665acbb2dd6fc3.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001973_jpg.rf.f1d8aab663a7b321f29d4a9fe887578f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001983_jpg.rf.8ed662a780ba2e2d0265cf8af768c03e.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_001999_jpg.rf.4220800269a7781de76402fbbb1715fd.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_002031_jpg.rf.849189c74c9f2ff218124c2705a89385.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_002078_jpg.rf.1353debee985571ad249c8eefcd9f117.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_002139_jpg.rf.acef9509aab07a34b7451ccbe0776199.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_002143_jpg.rf.b8fb5ec5f00fb9de1fc5434c93ec7cbf.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_002197_jpg.rf.586599d36032464a10527907952d61cd.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_003843_jpg.rf.18db5463e04b1da6a2ba8bc769984123.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_003860_jpg.rf.d0868a600f85738f66d8e3096f4a2efe.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_003880_jpg.rf.2b0f9d2f05ce9aee609042f25a23042a.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_003979_jpg.rf.eb24f87d5c6f0323e2c79a46506efe5c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_004016_jpg.rf.5b8d1571432bc14ed53e9b938e73af49.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_004179_jpg.rf.04ca17b9a4baac66383d8a2fe5600690.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_004202_jpg.rf.39f61bdfcc64a60f846ffd900463d641.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/thumb-1920-633323_jpg.rf.097d24a7fe57e346b2e446cbb532585e.jpg,3,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002331_jpg.rf.c94f0e17435ddef1ee79525bb4a5fdd8.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002341_jpg.rf.4acb93c12d1c7e621a19c50b1fee40e2.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002410_jpg.rf.dcf6b0a2200845be02e9bb0eb54b04e7.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002470_jpg.rf.6169b4e7e46febe4f1ca9ccfd2d06ec3.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002500_jpg.rf.4125adc5225cb1038ed2e87111c70491.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002531_jpg.rf.cfd989c495adb48352fa88ec7c326476.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002563_jpg.rf.9cb7a1618f35bd71cef3c59836dc2a66.jpg,2,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002707_jpg.rf.8017c63d61f8af6b12c4f88b607aa3d8.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002717_jpg.rf.8b942da461bd75d93ae69c033c93f9ca.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/umbrella_000754_jpg.rf.23f1d042f429ace88b33a3943be2f4fd.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/umbrella_000778_jpg.rf.bf7839731f0bede2b8978a78f1832c66.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/umbrella_001194_jpg.rf.104dcf5cb8e1462d715ba2ec364db3d6.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/wallet_keys_002825_jpeg.rf.7f9fbf470bc6c9f47c8d2fb8d93159ee.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/wallet_keys_003051_jpg.rf.d09bed7831e655ca88aa5f39498ac778.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/wallet_keys_003053_jpg.rf.7e29125d495bf4e8c907c185c71026d4.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001295_jpg.rf.a995c1bf669f435b1222c10dcfa1203c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001472_jpg.rf.e03cfe75e5f51e9ae8f3ca3f7bacb8fe.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001538_jpg.rf.46c5314f461101feadaebe9d13b90fc7.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001641_jpg.rf.a7ce1a577c33c7cae37de065ed279607.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001685_jpg.rf.6c6f7af9601e3277a5c8a25b9014e37c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001705_jpg.rf.fc54ae702f6e67662b9a720b58839b60.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001724_jpg.rf.1b2f40aef276663b25f87a48ab0c0a4f.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001727_jpeg.rf.3df42f87da2015773dbaf216aded578a.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/weapons-on-german-flag-german-delivery-of-arms-EC41FD_jpg.rf.769913c8bf360a79b37a730b2b47464e.jpg,1,2
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/ww-german-army-field-equipment-helmets-rifle-ww-german-army-field-equipment-helmets-rifle-165111879_jpg.rf.7e1b0466278601abed457c97c08b038c.jpg,1,1
/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/youtube-34_jpg.rf.2aa41240133d3e4cdd1bc0b430ccd999.jpg,2,1
