exported_image,exported_label,split,original_stem_with_rf,original_image,original_path
train__selfie_stick_002110_jpg.jpg,train__selfie_stick_002110_jpg.txt,train,selfie_stick_002110_jpg.rf.abc3f9af388dd2c0113e0544638b1091,selfie_stick_002110_jpg.rf.abc3f9af388dd2c0113e0544638b1091.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_002110_jpg.rf.abc3f9af388dd2c0113e0544638b1091.jpg
train__selfie_stick_002144_jpg.jpg,train__selfie_stick_002144_jpg.txt,train,selfie_stick_002144_jpg.rf.48ff261dacadc29eb4e7ead13fa43862,selfie_stick_002144_jpg.rf.48ff261dacadc29eb4e7ead13fa43862.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_002144_jpg.rf.48ff261dacadc29eb4e7ead13fa43862.jpg
train__selfie_stick_002216_jpg.jpg,train__selfie_stick_002216_jpg.txt,train,selfie_stick_002216_jpg.rf.12280c742ec839deff2cc219d5dba2be,selfie_stick_002216_jpg.rf.12280c742ec839deff2cc219d5dba2be.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/selfie_stick_002216_jpg.rf.12280c742ec839deff2cc219d5dba2be.jpg
train__shopping_or_food_003862_jpg.jpg,train__shopping_or_food_003862_jpg.txt,train,shopping_or_food_003862_jpg.rf.ddd0d9fbc27401729aa95b1cf39fe4fd,shopping_or_food_003862_jpg.rf.ddd0d9fbc27401729aa95b1cf39fe4fd.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_003862_jpg.rf.ddd0d9fbc27401729aa95b1cf39fe4fd.jpg
train__shopping_or_food_003863_jpg.jpg,train__shopping_or_food_003863_jpg.txt,train,shopping_or_food_003863_jpg.rf.316f9f83cd06748f16ccfcb33ece2489,shopping_or_food_003863_jpg.rf.316f9f83cd06748f16ccfcb33ece2489.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_003863_jpg.rf.316f9f83cd06748f16ccfcb33ece2489.jpg
train__shopping_or_food_003905_jpg.jpg,train__shopping_or_food_003905_jpg.txt,train,shopping_or_food_003905_jpg.rf.65f6a63a60e776542767f8d38894cf48,shopping_or_food_003905_jpg.rf.65f6a63a60e776542767f8d38894cf48.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_003905_jpg.rf.65f6a63a60e776542767f8d38894cf48.jpg
train__shopping_or_food_003911_jpg.jpg,train__shopping_or_food_003911_jpg.txt,train,shopping_or_food_003911_jpg.rf.1020a9f510cab5f2a613442a82896a5d,shopping_or_food_003911_jpg.rf.1020a9f510cab5f2a613442a82896a5d.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_003911_jpg.rf.1020a9f510cab5f2a613442a82896a5d.jpg
train__shopping_or_food_004192_jpg.jpg,train__shopping_or_food_004192_jpg.txt,train,shopping_or_food_004192_jpg.rf.75e170fe99dc7fdcee5f5fdb2c115ecc,shopping_or_food_004192_jpg.rf.75e170fe99dc7fdcee5f5fdb2c115ecc.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_004192_jpg.rf.75e170fe99dc7fdcee5f5fdb2c115ecc.jpg
train__shopping_or_food_004211_jpg.jpg,train__shopping_or_food_004211_jpg.txt,train,shopping_or_food_004211_jpg.rf.2befb7e88659802e5ada8275ab465b5f,shopping_or_food_004211_jpg.rf.2befb7e88659802e5ada8275ab465b5f.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/shopping_or_food_004211_jpg.rf.2befb7e88659802e5ada8275ab465b5f.jpg
train__tools_in_hand_002285_jpg.jpg,train__tools_in_hand_002285_jpg.txt,train,tools_in_hand_002285_jpg.rf.c9259e1125711f0957774e46665cfa4c,tools_in_hand_002285_jpg.rf.c9259e1125711f0957774e46665cfa4c.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002285_jpg.rf.c9259e1125711f0957774e46665cfa4c.jpg
train__tools_in_hand_002353_jpg.jpg,train__tools_in_hand_002353_jpg.txt,train,tools_in_hand_002353_jpg.rf.3adfeffd83db19812a22b91b640cf68d,tools_in_hand_002353_jpg.rf.3adfeffd83db19812a22b91b640cf68d.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002353_jpg.rf.3adfeffd83db19812a22b91b640cf68d.jpg
train__tools_in_hand_002358_jpg.jpg,train__tools_in_hand_002358_jpg.txt,train,tools_in_hand_002358_jpg.rf.2ed40c83fc335769b0d77f66eb8ff205,tools_in_hand_002358_jpg.rf.2ed40c83fc335769b0d77f66eb8ff205.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002358_jpg.rf.2ed40c83fc335769b0d77f66eb8ff205.jpg
train__tools_in_hand_002385_jpg.jpg,train__tools_in_hand_002385_jpg.txt,train,tools_in_hand_002385_jpg.rf.7661904ad0ab79dea14d4aeba66a73d6,tools_in_hand_002385_jpg.rf.7661904ad0ab79dea14d4aeba66a73d6.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002385_jpg.rf.7661904ad0ab79dea14d4aeba66a73d6.jpg
train__tools_in_hand_002406_jpg.jpg,train__tools_in_hand_002406_jpg.txt,train,tools_in_hand_002406_jpg.rf.3ae9e4abc495792616debce6aca261cf,tools_in_hand_002406_jpg.rf.3ae9e4abc495792616debce6aca261cf.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002406_jpg.rf.3ae9e4abc495792616debce6aca261cf.jpg
train__tools_in_hand_002441_jpg.jpg,train__tools_in_hand_002441_jpg.txt,train,tools_in_hand_002441_jpg.rf.bda691b3c96a390f621de5a43cfe32bd,tools_in_hand_002441_jpg.rf.bda691b3c96a390f621de5a43cfe32bd.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002441_jpg.rf.bda691b3c96a390f621de5a43cfe32bd.jpg
train__tools_in_hand_002565_jpg.jpg,train__tools_in_hand_002565_jpg.txt,train,tools_in_hand_002565_jpg.rf.10d3ceb295247d67b6f46c7cd358aef0,tools_in_hand_002565_jpg.rf.10d3ceb295247d67b6f46c7cd358aef0.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002565_jpg.rf.10d3ceb295247d67b6f46c7cd358aef0.jpg
train__tools_in_hand_002638_jpg.jpg,train__tools_in_hand_002638_jpg.txt,train,tools_in_hand_002638_jpg.rf.23b3c1743221167fc4c39bd55a8756e7,tools_in_hand_002638_jpg.rf.23b3c1743221167fc4c39bd55a8756e7.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/tools_in_hand_002638_jpg.rf.23b3c1743221167fc4c39bd55a8756e7.jpg
train__u-s-army-pistol-and-grenades-scene-reconstruction-liberation-of-the-CE599K_jpg.jpg,train__u-s-army-pistol-and-grenades-scene-reconstruction-liberation-of-the-CE599K_jpg.txt,train,u-s-army-pistol-and-grenades-scene-reconstruction-liberation-of-the-CE599K_jpg.rf.66ad28e805a2b6dab933116a9c62b7c0,u-s-army-pistol-and-grenades-scene-reconstruction-liberation-of-the-CE599K_jpg.rf.66ad28e805a2b6dab933116a9c62b7c0.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/u-s-army-pistol-and-grenades-scene-reconstruction-liberation-of-the-CE599K_jpg.rf.66ad28e805a2b6dab933116a9c62b7c0.jpg
train__umbrella_000713_jpg.jpg,train__umbrella_000713_jpg.txt,train,umbrella_000713_jpg.rf.073f19f4d2a66b91472bbf941c10b79f,umbrella_000713_jpg.rf.073f19f4d2a66b91472bbf941c10b79f.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/umbrella_000713_jpg.rf.073f19f4d2a66b91472bbf941c10b79f.jpg
train__umbrella_000739_jpg.jpg,train__umbrella_000739_jpg.txt,train,umbrella_000739_jpg.rf.b97d89fd78c8b9c0ed8063e17e83b9f6,umbrella_000739_jpg.rf.b97d89fd78c8b9c0ed8063e17e83b9f6.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/umbrella_000739_jpg.rf.b97d89fd78c8b9c0ed8063e17e83b9f6.jpg
train__umbrella_000941_jpg.jpg,train__umbrella_000941_jpg.txt,train,umbrella_000941_jpg.rf.8d6572fb62441a5bbebf8fe945ef49c4,umbrella_000941_jpg.rf.8d6572fb62441a5bbebf8fe945ef49c4.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/umbrella_000941_jpg.rf.8d6572fb62441a5bbebf8fe945ef49c4.jpg
train__vladrussianarms-18-01_jpg.jpg,train__vladrussianarms-18-01_jpg.txt,train,vladrussianarms-18-01_jpg.rf.b205eeea64b444bfcd9ff4aa885c4f85,vladrussianarms-18-01_jpg.rf.b205eeea64b444bfcd9ff4aa885c4f85.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/vladrussianarms-18-01_jpg.rf.b205eeea64b444bfcd9ff4aa885c4f85.jpg
train__vladrussianarms-bolsoi_jpg.jpg,train__vladrussianarms-bolsoi_jpg.txt,train,vladrussianarms-bolsoi_jpg.rf.989327c369b5e6e03210018ab69ad72c,vladrussianarms-bolsoi_jpg.rf.989327c369b5e6e03210018ab69ad72c.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/vladrussianarms-bolsoi_jpg.rf.989327c369b5e6e03210018ab69ad72c.jpg
train__vlcsnap-2023-09-27-19h08m44s088_jpg.jpg,train__vlcsnap-2023-09-27-19h08m44s088_jpg.txt,train,vlcsnap-2023-09-27-19h08m44s088_jpg.rf.b77a7c7b7c758e8afba426756a1b0285,vlcsnap-2023-09-27-19h08m44s088_jpg.rf.b77a7c7b7c758e8afba426756a1b0285.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/vlcsnap-2023-09-27-19h08m44s088_jpg.rf.b77a7c7b7c758e8afba426756a1b0285.jpg
train__vlcsnap-2023-09-27-20h19m37s243_jpg.jpg,train__vlcsnap-2023-09-27-20h19m37s243_jpg.txt,train,vlcsnap-2023-09-27-20h19m37s243_jpg.rf.d4d1fb46388aa74c419a82fc88a38aa9,vlcsnap-2023-09-27-20h19m37s243_jpg.rf.d4d1fb46388aa74c419a82fc88a38aa9.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/vlcsnap-2023-09-27-20h19m37s243_jpg.rf.d4d1fb46388aa74c419a82fc88a38aa9.jpg
train__w4_jpg.jpg,train__w4_jpg.txt,train,w4_jpg.rf.f841004677280b6932628c915026c46c,w4_jpg.rf.f841004677280b6932628c915026c46c.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/w4_jpg.rf.f841004677280b6932628c915026c46c.jpg
train__wallet_keys_002801_png.jpg,train__wallet_keys_002801_png.txt,train,wallet_keys_002801_png.rf.57ea1b2ccdc471b3d70adbbfa63439c6,wallet_keys_002801_png.rf.57ea1b2ccdc471b3d70adbbfa63439c6.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/wallet_keys_002801_png.rf.57ea1b2ccdc471b3d70adbbfa63439c6.jpg
train__wallet_keys_003028_jpg.jpg,train__wallet_keys_003028_jpg.txt,train,wallet_keys_003028_jpg.rf.5ba5b4a31e1fc943f4cb102ca7495b46,wallet_keys_003028_jpg.rf.5ba5b4a31e1fc943f4cb102ca7495b46.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/wallet_keys_003028_jpg.rf.5ba5b4a31e1fc943f4cb102ca7495b46.jpg
train__water_bottle_001230_jpg.jpg,train__water_bottle_001230_jpg.txt,train,water_bottle_001230_jpg.rf.254664fff9f260899e1faad5a1cb1ddb,water_bottle_001230_jpg.rf.254664fff9f260899e1faad5a1cb1ddb.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001230_jpg.rf.254664fff9f260899e1faad5a1cb1ddb.jpg
train__water_bottle_001250_jpg.jpg,train__water_bottle_001250_jpg.txt,train,water_bottle_001250_jpg.rf.c4db9a36c21aa09623997518fe0574a6,water_bottle_001250_jpg.rf.c4db9a36c21aa09623997518fe0574a6.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001250_jpg.rf.c4db9a36c21aa09623997518fe0574a6.jpg
train__water_bottle_001477_jpg.jpg,train__water_bottle_001477_jpg.txt,train,water_bottle_001477_jpg.rf.70cf52daa5dd45ebc5b9f28f40202c62,water_bottle_001477_jpg.rf.70cf52daa5dd45ebc5b9f28f40202c62.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001477_jpg.rf.70cf52daa5dd45ebc5b9f28f40202c62.jpg
train__water_bottle_001522_jpg.jpg,train__water_bottle_001522_jpg.txt,train,water_bottle_001522_jpg.rf.ea0ff96a9a908808f3d127d46e05e4c4,water_bottle_001522_jpg.rf.ea0ff96a9a908808f3d127d46e05e4c4.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001522_jpg.rf.ea0ff96a9a908808f3d127d46e05e4c4.jpg
train__water_bottle_001561_jpg.jpg,train__water_bottle_001561_jpg.txt,train,water_bottle_001561_jpg.rf.46981169930321e71c720d964a7e8733,water_bottle_001561_jpg.rf.46981169930321e71c720d964a7e8733.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001561_jpg.rf.46981169930321e71c720d964a7e8733.jpg
train__water_bottle_001568_jpg.jpg,train__water_bottle_001568_jpg.txt,train,water_bottle_001568_jpg.rf.facada3964ba41325e7872da3065d38b,water_bottle_001568_jpg.rf.facada3964ba41325e7872da3065d38b.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001568_jpg.rf.facada3964ba41325e7872da3065d38b.jpg
train__water_bottle_001584_jpg.jpg,train__water_bottle_001584_jpg.txt,train,water_bottle_001584_jpg.rf.d1f781846eb5b04549e052bffefc0bbe,water_bottle_001584_jpg.rf.d1f781846eb5b04549e052bffefc0bbe.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001584_jpg.rf.d1f781846eb5b04549e052bffefc0bbe.jpg
train__water_bottle_001587_jpg.jpg,train__water_bottle_001587_jpg.txt,train,water_bottle_001587_jpg.rf.08bb015611a586417eab82ce6ef26579,water_bottle_001587_jpg.rf.08bb015611a586417eab82ce6ef26579.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001587_jpg.rf.08bb015611a586417eab82ce6ef26579.jpg
train__water_bottle_001608_jpg.jpg,train__water_bottle_001608_jpg.txt,train,water_bottle_001608_jpg.rf.b614e2c68a8a2d66a0cfd35bc0c1e85c,water_bottle_001608_jpg.rf.b614e2c68a8a2d66a0cfd35bc0c1e85c.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001608_jpg.rf.b614e2c68a8a2d66a0cfd35bc0c1e85c.jpg
train__water_bottle_001622_jpg.jpg,train__water_bottle_001622_jpg.txt,train,water_bottle_001622_jpg.rf.e4e29f3af5d631f83ff7e5902d3dfc1a,water_bottle_001622_jpg.rf.e4e29f3af5d631f83ff7e5902d3dfc1a.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/water_bottle_001622_jpg.rf.e4e29f3af5d631f83ff7e5902d3dfc1a.jpg
train__weapons-and-notebook-with-pen-on-black-cloth-rifle-pistol-knife-notebook-with-pen-and-compass-picture_csp39721374_png_jpg.jpg,train__weapons-and-notebook-with-pen-on-black-cloth-rifle-pistol-knife-notebook-with-pen-and-compass-picture_csp39721374_png_jpg.txt,train,weapons-and-notebook-with-pen-on-black-cloth-rifle-pistol-knife-notebook-with-pen-and-compass-picture_csp39721374_png_jpg.rf.1c6f9e2734748b49719d2cd35555df42,weapons-and-notebook-with-pen-on-black-cloth-rifle-pistol-knife-notebook-with-pen-and-compass-picture_csp39721374_png_jpg.rf.1c6f9e2734748b49719d2cd35555df42.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/weapons-and-notebook-with-pen-on-black-cloth-rifle-pistol-knife-notebook-with-pen-and-compass-picture_csp39721374_png_jpg.rf.1c6f9e2734748b49719d2cd35555df42.jpg
train__weapons-guns-knife-cartridges-wallpaper-preview_jpg.jpg,train__weapons-guns-knife-cartridges-wallpaper-preview_jpg.txt,train,weapons-guns-knife-cartridges-wallpaper-preview_jpg.rf.398f31ecd5f2ecd3d72c8ee3dc5c6d67,weapons-guns-knife-cartridges-wallpaper-preview_jpg.rf.398f31ecd5f2ecd3d72c8ee3dc5c6d67.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/weapons-guns-knife-cartridges-wallpaper-preview_jpg.rf.398f31ecd5f2ecd3d72c8ee3dc5c6d67.jpg
train__youtube-33_jpg.jpg,train__youtube-33_jpg.txt,train,youtube-33_jpg.rf.f28b80aaa5d2fbe0dcbfd8a9d1d36999,youtube-33_jpg.rf.f28b80aaa5d2fbe0dcbfd8a9d1d36999.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/youtube-33_jpg.rf.f28b80aaa5d2fbe0dcbfd8a9d1d36999.jpg
train__youtube-49_jpg.jpg,train__youtube-49_jpg.txt,train,youtube-49_jpg.rf.66c2dc7fe10388863d20d1f28110344c,youtube-49_jpg.rf.66c2dc7fe10388863d20d1f28110344c.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/train/images/youtube-49_jpg.rf.66c2dc7fe10388863d20d1f28110344c.jpg
valid__00001bcc92282a38_jpg.jpg,valid__00001bcc92282a38_jpg.txt,valid,00001bcc92282a38_jpg.rf.fa9cb2d79a38813514861784c79f4969,00001bcc92282a38_jpg.rf.fa9cb2d79a38813514861784c79f4969.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/00001bcc92282a38_jpg.rf.fa9cb2d79a38813514861784c79f4969.jpg
valid__00c04a1be1f153f0_jpg.jpg,valid__00c04a1be1f153f0_jpg.txt,valid,00c04a1be1f153f0_jpg.rf.678bdd48ae14dd5c7cd36416a6c4f759,00c04a1be1f153f0_jpg.rf.678bdd48ae14dd5c7cd36416a6c4f759.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/00c04a1be1f153f0_jpg.rf.678bdd48ae14dd5c7cd36416a6c4f759.jpg
valid__00e8fdd668abf79ccc314a9121a7cfa5_jpg.jpg,valid__00e8fdd668abf79ccc314a9121a7cfa5_jpg.txt,valid,00e8fdd668abf79ccc314a9121a7cfa5_jpg.rf.4146561301d6115ed850953dd10df88a,00e8fdd668abf79ccc314a9121a7cfa5_jpg.rf.4146561301d6115ed850953dd10df88a.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/00e8fdd668abf79ccc314a9121a7cfa5_jpg.rf.4146561301d6115ed850953dd10df88a.jpg
valid__0ED81PY2V6H8ABY2LOE6CP4D1QQQZ4_jpg.jpg,valid__0ED81PY2V6H8ABY2LOE6CP4D1QQQZ4_jpg.txt,valid,0ED81PY2V6H8ABY2LOE6CP4D1QQQZ4_jpg.rf.31b79b2953555f90f1ac947d41d5bf14,0ED81PY2V6H8ABY2LOE6CP4D1QQQZ4_jpg.rf.31b79b2953555f90f1ac947d41d5bf14.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/0ED81PY2V6H8ABY2LOE6CP4D1QQQZ4_jpg.rf.31b79b2953555f90f1ac947d41d5bf14.jpg
valid__0GW5IS2ALWWOF82SHF70HKQWO1PV2H_jpg.jpg,valid__0GW5IS2ALWWOF82SHF70HKQWO1PV2H_jpg.txt,valid,0GW5IS2ALWWOF82SHF70HKQWO1PV2H_jpg.rf.6f389025397064e930d667b7d6da0dee,0GW5IS2ALWWOF82SHF70HKQWO1PV2H_jpg.rf.6f389025397064e930d667b7d6da0dee.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/0GW5IS2ALWWOF82SHF70HKQWO1PV2H_jpg.rf.6f389025397064e930d667b7d6da0dee.jpg
valid__1-132-_jpg.jpg,valid__1-132-_jpg.txt,valid,1-132-_jpg.rf.a4c3fceb23a7fe4b131789f5af7e10f3,1-132-_jpg.rf.a4c3fceb23a7fe4b131789f5af7e10f3.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/1-132-_jpg.rf.a4c3fceb23a7fe4b131789f5af7e10f3.jpg
valid__1954a52e-937c-4a73-b1fc-d62c319c1010_jpg.jpg,valid__1954a52e-937c-4a73-b1fc-d62c319c1010_jpg.txt,valid,1954a52e-937c-4a73-b1fc-d62c319c1010_jpg.rf.99ff5f412bb30042086a068730a9784e,1954a52e-937c-4a73-b1fc-d62c319c1010_jpg.rf.99ff5f412bb30042086a068730a9784e.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/1954a52e-937c-4a73-b1fc-d62c319c1010_jpg.rf.99ff5f412bb30042086a068730a9784e.jpg
valid__1b7a9f1c2c64a0b54ca0f2b8fbd232b4_jpg.jpg,valid__1b7a9f1c2c64a0b54ca0f2b8fbd232b4_jpg.txt,valid,1b7a9f1c2c64a0b54ca0f2b8fbd232b4_jpg.rf.7e0faaae180d38399c72f82a06880f09,1b7a9f1c2c64a0b54ca0f2b8fbd232b4_jpg.rf.7e0faaae180d38399c72f82a06880f09.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/1b7a9f1c2c64a0b54ca0f2b8fbd232b4_jpg.rf.7e0faaae180d38399c72f82a06880f09.jpg
valid__2-292-_jpg.jpg,valid__2-292-_jpg.txt,valid,2-292-_jpg.rf.48dbac14a4cde406a2371254e8395ded,2-292-_jpg.rf.48dbac14a4cde406a2371254e8395ded.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/2-292-_jpg.rf.48dbac14a4cde406a2371254e8395ded.jpg
valid__294_jpg.jpg,valid__294_jpg.txt,valid,294_jpg.rf.a3409ef4668a4f26ea03258fc250a808,294_jpg.rf.a3409ef4668a4f26ea03258fc250a808.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/294_jpg.rf.a3409ef4668a4f26ea03258fc250a808.jpg
valid__2a1f6196-yorkshire-wartime-experience-leeds-uk-august-fragmentation-hand-grenad_4xKClvk_jpg.jpg,valid__2a1f6196-yorkshire-wartime-experience-leeds-uk-august-fragmentation-hand-grenad_4xKClvk_jpg.txt,valid,2a1f6196-yorkshire-wartime-experience-leeds-uk-august-fragmentation-hand-grenad_4xKClvk_jpg.rf.e4901697cc0e44492ad6a42b43a68227,2a1f6196-yorkshire-wartime-experience-leeds-uk-august-fragmentation-hand-grenad_4xKClvk_jpg.rf.e4901697cc0e44492ad6a42b43a68227.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/2a1f6196-yorkshire-wartime-experience-leeds-uk-august-fragmentation-hand-grenad_4xKClvk_jpg.rf.e4901697cc0e44492ad6a42b43a68227.jpg
valid__407262159-1602932533_jpeg_jpg.jpg,valid__407262159-1602932533_jpeg_jpg.txt,valid,407262159-1602932533_jpeg_jpg.rf.832cc4da06106b97b7e03d3b59fccae9,407262159-1602932533_jpeg_jpg.rf.832cc4da06106b97b7e03d3b59fccae9.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/407262159-1602932533_jpeg_jpg.rf.832cc4da06106b97b7e03d3b59fccae9.jpg
valid__41-1339_jpg.jpg,valid__41-1339_jpg.txt,valid,41-1339_jpg.rf.3c272a8f94774f27d20ba6156da72754,41-1339_jpg.rf.3c272a8f94774f27d20ba6156da72754.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/41-1339_jpg.rf.3c272a8f94774f27d20ba6156da72754.jpg
valid__419_jpg.jpg,valid__419_jpg.txt,valid,419_jpg.rf.0a639a0fbe662954f34af5b0854190b1,419_jpg.rf.0a639a0fbe662954f34af5b0854190b1.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/419_jpg.rf.0a639a0fbe662954f34af5b0854190b1.jpg
valid__437151387-1610689121_jpeg.jpg,valid__437151387-1610689121_jpeg.txt,valid,437151387-1610689121_jpeg.rf.09ffdfa94c6c83929ab3dc271667a2e0,437151387-1610689121_jpeg.rf.09ffdfa94c6c83929ab3dc271667a2e0.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/437151387-1610689121_jpeg.rf.09ffdfa94c6c83929ab3dc271667a2e0.jpg
valid__441594209-1611826495_jpeg.jpg,valid__441594209-1611826495_jpeg.txt,valid,441594209-1611826495_jpeg.rf.d43c51ab0a365108a9640c2c02627857,441594209-1611826495_jpeg.rf.d43c51ab0a365108a9640c2c02627857.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/441594209-1611826495_jpeg.rf.d43c51ab0a365108a9640c2c02627857.jpg
valid__445_png_jpg.jpg,valid__445_png_jpg.txt,valid,445_png_jpg.rf.9813152c2ed49688d3b95365c02e9341,445_png_jpg.rf.9813152c2ed49688d3b95365c02e9341.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/445_png_jpg.rf.9813152c2ed49688d3b95365c02e9341.jpg
valid__445_png_jpg_1.jpg,valid__445_png_jpg_1.txt,valid,445_png_jpg.rf.e96f8666d9ce9083d312cdf8fff8af7e,445_png_jpg.rf.e96f8666d9ce9083d312cdf8fff8af7e.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/445_png_jpg.rf.e96f8666d9ce9083d312cdf8fff8af7e.jpg
valid__446_png_jpg.jpg,valid__446_png_jpg.txt,valid,446_png_jpg.rf.176636097fafaff0b926ad23a6a2388b,446_png_jpg.rf.176636097fafaff0b926ad23a6a2388b.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/446_png_jpg.rf.176636097fafaff0b926ad23a6a2388b.jpg
valid__44_jpg.jpg,valid__44_jpg.txt,valid,44_jpg.rf.11d1ed94fd4c6244aa952c5aee7e231d,44_jpg.rf.11d1ed94fd4c6244aa952c5aee7e231d.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/44_jpg.rf.11d1ed94fd4c6244aa952c5aee7e231d.jpg
valid__464617387-1617280500_jpeg.jpg,valid__464617387-1617280500_jpeg.txt,valid,464617387-1617280500_jpeg.rf.73fb455541bc51e24f589aaba3630ef7,464617387-1617280500_jpeg.rf.73fb455541bc51e24f589aaba3630ef7.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/464617387-1617280500_jpeg.rf.73fb455541bc51e24f589aaba3630ef7.jpg
valid__467186561-1618050984_jpeg_jpg.jpg,valid__467186561-1618050984_jpeg_jpg.txt,valid,467186561-1618050984_jpeg_jpg.rf.5ef251253ce2cc4d623d42c06e01c06c,467186561-1618050984_jpeg_jpg.rf.5ef251253ce2cc4d623d42c06e01c06c.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/467186561-1618050984_jpeg_jpg.rf.5ef251253ce2cc4d623d42c06e01c06c.jpg
valid__471cf188-41_jpeg_jpg.jpg,valid__471cf188-41_jpeg_jpg.txt,valid,471cf188-41_jpeg_jpg.rf.3d0d9d97c2c56b8d7ab15fecd1d32423,471cf188-41_jpeg_jpg.rf.3d0d9d97c2c56b8d7ab15fecd1d32423.jpg,/home/constantin/Doctorat/GunDatasetNoAugSplit/valid/images/471cf188-41_jpeg_jpg.rf.3d0d9d97c2c56b8d7ab15fecd1d32423.jpg
